Date,Open,High,Low,Close,Adj Close,Volume
4/6/23,183.080002,186.389999,179.740005,185.059998,185.059998,123857900
4/10/23,179.940002,185.100006,176.110001,184.509995,184.509995,142154600
4/11/23,186.690002,189.190002,185.649994,186.789993,186.789993,115770900
4/12/23,190.740005,191.580002,180.309998,180.539993,180.539993,150256300
4/13/23,182.960007,186.5,180.940002,185.899994,185.899994,112933000
4/14/23,183.949997,186.279999,182.009995,185,185,96438700
4/17/23,186.320007,189.690002,182.690002,187.039993,187.039993,116662200
4/18/23,187.149994,187.690002,183.580002,184.309998,184.309998,92067000
4/19/23,179.100006,183.5,177.649994,180.589996,180.589996,125732700
4/20/23,166.169998,169.699997,160.559998,162.990005,162.990005,210970800
4/21/23,164.800003,166,161.320007,165.080002,165.080002,123539000
4/24/23,164.649994,165.649994,158.610001,162.550003,162.550003,140006600
4/25/23,159.820007,163.470001,158.75,160.669998,160.669998,121999300
4/26/23,160.289993,160.669998,153.139999,153.75,153.75,153364100
4/27/23,152.639999,160.479996,152.369995,160.190002,160.190002,127015200
4/28/23,160.899994,165,157.320007,164.309998,164.309998,122515800
5/1/23,163.169998,163.279999,158.830002,161.830002,161.830002,109015000
5/2/23,161.880005,165.490005,158.929993,160.309998,160.309998,128259700
5/3/23,160.009995,165,159.910004,160.610001,160.610001,119728000
5/4/23,162.710007,162.949997,159.649994,161.199997,161.199997,95108500
5/5/23,163.970001,170.789993,163.509995,170.059998,170.059998,107440900
5/8/23,173.720001,173.800003,169.190002,171.789993,171.789993,112249400
5/9/23,168.949997,169.820007,166.559998,169.149994,169.149994,88965000
5/10/23,172.550003,174.429993,166.679993,168.539993,168.539993,119840700
5/11/23,168.699997,173.570007,166.789993,172.080002,172.080002,103889900
5/12/23,176.070007,177.380005,167.229996,167.979996,167.979996,157577100
5/15/23,167.660004,169.759995,164.550003,166.350006,166.350006,105592500
5/16/23,165.649994,169.520004,164.350006,166.520004,166.520004,98288800
5/17/23,168.410004,174.5,167.190002,173.860001,173.860001,125473600
5/18/23,174.220001,177.059998,172.449997,176.889999,176.889999,109520300
5/19/23,177.169998,181.949997,176.309998,180.139999,180.139999,136024200
5/22/23,180.699997,189.320007,180.110001,188.869995,188.869995,132001400
5/23/23,186.199997,192.960007,185.259995,185.770004,185.770004,156952100
5/24/23,182.229996,184.220001,178.220001,182.899994,182.899994,137605100
5/25/23,186.539993,186.779999,180.580002,184.470001,184.470001,96870700
5/26/23,184.619995,198.600006,184.529999,193.169998,193.169998,162061500
5/30/23,200.100006,204.479996,197.529999,201.160004,201.160004,128818700
5/31/23,199.779999,203.949997,195.119995,203.929993,203.929993,150711700
6/1/23,202.589996,209.800003,199.369995,207.520004,207.520004,148029900
6/2/23,210.149994,217.25,209.75,213.970001,213.970001,164129000
6/5/23,217.800003,221.289993,214.520004,217.610001,217.610001,151143100
6/6/23,216.139999,221.910004,212.529999,221.309998,221.309998,146911600
6/7/23,228,230.830002,223.199997,224.570007,224.570007,185710800
6/8/23,224.220001,235.229996,223.009995,234.860001,234.860001,164489700
6/9/23,249.070007,252.419998,242.020004,244.399994,244.399994,199882300
6/12/23,247.940002,250.970001,244.589996,249.830002,249.830002,150337900
6/13/23,253.509995,259.679993,251.339996,258.709991,258.709991,162384300
6/14/23,260.170013,261.570007,250.5,256.790009,256.790009,170575500
6/15/23,248.399994,258.950012,247.289993,255.899994,255.899994,160171200
6/16/23,258.920013,263.600006,257.209991,260.540009,260.540009,167563700
6/20/23,261.5,274.75,261.119995,274.450012,274.450012,165611200
6/21/23,275.130005,276.98999,257.779999,259.459991,259.459991,211797100
6/22/23,250.770004,265,248.25,264.609985,264.609985,166875900
6/23/23,259.290009,262.450012,252.800003,256.600006,256.600006,176584100
6/26/23,250.070007,258.369995,240.699997,241.050003,241.050003,179990600
6/27/23,243.240005,250.389999,240.850006,250.210007,250.210007,164968200
6/28/23,249.699997,259.880005,248.889999,256.23999,256.23999,159770800
6/29/23,258.029999,260.73999,253.610001,257.5,257.5,131283400
6/30/23,260.600006,264.450012,259.890015,261.769989,261.769989,112267600
7/3/23,276.48999,284.25,275.109985,279.820007,279.820007,119685900
7/5/23,278.820007,283.850006,277.600006,282.480011,282.480011,131530900
7/6/23,278.089996,279.970001,272.880005,276.540009,276.540009,120332100
7/7/23,278.429993,280.779999,273.769989,274.429993,274.429993,113602000
7/10/23,276.470001,277.519989,265.100006,269.609985,269.609985,119425400
7/11/23,268.649994,270.899994,266.369995,269.790009,269.790009,91972400
7/12/23,276.329987,276.519989,271.459991,271.98999,271.98999,95672100
7/13/23,274.589996,279.450012,270.600006,277.899994,277.899994,112681500
7/14/23,277.01001,285.299988,276.309998,281.380005,281.380005,119771100
7/17/23,286.630005,292.230011,283.570007,290.380005,290.380005,131569600
7/18/23,290.149994,295.26001,286.01001,293.339996,293.339996,112434700
7/19/23,296.040009,299.290009,289.519989,291.26001,291.26001,142355400
7/20/23,279.559998,280.929993,261.200012,262.899994,262.899994,175158300
7/21/23,268,268,255.800003,260.019989,260.019989,161050100
7/24/23,255.850006,269.850006,254.119995,269.059998,269.059998,136508500
7/25/23,272.380005,272.899994,265,265.279999,265.279999,112757300
7/26/23,263.25,268.040009,261.75,264.350006,264.350006,95856200
7/27/23,268.309998,269.130005,255.300003,255.710007,255.710007,103697300
7/28/23,259.859985,267.25,258.230011,266.440002,266.440002,111446000
7/31/23,267.480011,269.079987,263.779999,267.429993,267.429993,84582200
8/1/23,266.26001,266.470001,260.25,261.070007,261.070007,83166000
8/2/23,255.570007,259.519989,250.490005,254.110001,254.110001,101752900
8/3/23,252.039993,260.48999,252,259.320007,259.320007,97569100
8/4/23,260.970001,264.769989,253.110001,253.860001,253.860001,99242600
8/7/23,251.449997,253.649994,242.759995,251.449997,251.449997,111097900
8/8/23,247.449997,250.919998,245.009995,249.699997,249.699997,96642200
8/9/23,250.869995,251.100006,241.899994,242.190002,242.190002,101596300
8/10/23,245.399994,251.800003,243,245.339996,245.339996,109498600
8/11/23,241.770004,243.789993,238.020004,242.649994,242.649994,98866600
8/14/23,235.699997,240.660004,233.75,239.759995,239.759995,98595300
8/15/23,238.729996,240.5,232.610001,232.960007,232.960007,88197600
8/16/23,228.020004,233.970001,225.380005,225.600006,225.600006,112484500
8/17/23,226.059998,226.740005,218.830002,219.220001,219.220001,120718400
8/18/23,214.119995,217.580002,212.360001,215.490005,215.490005,135813700
8/21/23,221.550003,232.130005,220.580002,231.279999,231.279999,135702700
8/22/23,240.25,240.820007,229.550003,233.190002,233.190002,130597900
8/23/23,229.339996,238.979996,229.289993,236.860001,236.860001,101077600
8/24/23,238.660004,238.919998,228.179993,230.039993,230.039993,99777400
8/25/23,231.309998,239,230.350006,238.589996,238.589996,106612200
8/28/23,242.580002,244.380005,235.350006,238.820007,238.820007,107673700
8/29/23,238.580002,257.480011,237.770004,257.179993,257.179993,134047600
8/30/23,254.199997,260.51001,250.589996,256.899994,256.899994,121988400
8/31/23,255.979996,261.179993,255.050003,258.079987,258.079987,108861700
9/1/23,257.26001,259.079987,242.009995,245.009995,245.009995,132272500
9/5/23,245,258,244.860001,256.48999,256.48999,129469600
9/6/23,255.139999,255.389999,245.059998,251.919998,251.919998,116959800
9/7/23,245.070007,252.809998,243.270004,251.490005,251.490005,115312900
9/8/23,251.220001,256.519989,246.669998,248.5,248.5,118367700
9/11/23,264.269989,274.850006,260.609985,273.579987,273.579987,174667900
9/12/23,270.76001,278.390015,266.600006,267.480011,267.480011,135999900
9/13/23,270.070007,274.980011,268.100006,271.299988,271.299988,111673700
9/14/23,271.320007,276.709991,270.420013,276.040009,276.040009,107709800
9/15/23,277.549988,278.980011,271,274.390015,274.390015,133422800
9/18/23,271.160004,271.440002,263.76001,265.279999,265.279999,101543300
9/19/23,264.350006,267.850006,261.200012,266.5,266.5,103704000
9/20/23,267.040009,273.929993,262.459991,262.589996,262.589996,122514600
9/21/23,257.850006,260.859985,254.210007,255.699997,255.699997,119531000
9/22/23,257.399994,257.790009,244.479996,244.880005,244.880005,127524100
9/25/23,243.380005,247.100006,238.309998,246.990005,246.990005,104636600
9/26/23,242.979996,249.550003,241.660004,244.119995,244.119995,101993600
9/27/23,244.259995,245.330002,234.580002,240.5,240.5,136597200
9/28/23,240.020004,247.550003,238.649994,246.380005,246.380005,117058900
9/29/23,250,254.770004,246.350006,250.220001,250.220001,128346200
10/2/23,244.809998,254.279999,242.619995,251.600006,251.600006,123810400
10/3/23,248.610001,250.020004,244.449997,246.529999,246.529999,101985300
10/4/23,248.139999,261.859985,247.600006,261.160004,261.160004,129721600
10/5/23,260,263.600006,256.25,260.049988,260.049988,119159200
10/6/23,253.979996,261.649994,250.649994,260.529999,260.529999,117947000
10/9/23,255.309998,261.359985,252.050003,259.670013,259.670013,101377900
10/10/23,257.75,268.940002,257.649994,263.619995,263.619995,122656000
10/11/23,266.200012,268.600006,260.899994,262.98999,262.98999,103706300
10/12/23,262.920013,265.410004,256.630005,258.869995,258.869995,111508100
10/13/23,258.899994,259.600006,250.220001,251.119995,251.119995,102073800
10/16/23,250.050003,255.399994,248.479996,253.919998,253.919998,88917200
10/17/23,250.100006,257.179993,247.080002,254.850006,254.850006,93562900
10/18/23,252.699997,254.630005,242.080002,242.679993,242.679993,125147800
10/19/23,225.949997,230.610001,216.779999,220.110001,220.110001,170772700
10/20/23,217.009995,218.860001,210.419998,211.990005,211.990005,137734000
10/23/23,210,216.979996,202.509995,212.080002,212.080002,150683400
10/24/23,216.5,222.050003,214.110001,216.520004,216.520004,118231100
10/25/23,215.880005,220.100006,212.199997,212.419998,212.419998,107065100
10/26/23,211.320007,214.800003,204.880005,205.759995,205.759995,115112600
10/27/23,210.600006,212.410004,205.770004,207.300003,207.300003,94881200
10/30/23,209.279999,210.880005,194.669998,197.360001,197.360001,136448200
10/31/23,196.119995,202.800003,194.070007,200.839996,200.839996,118068300
11/1/23,204.039993,205.990005,197.850006,205.660004,205.660004,121661700
11/2/23,212.970001,219.199997,211.449997,218.509995,218.509995,125987600
11/3/23,221.149994,226.369995,218.399994,219.960007,219.960007,119281000
11/6/23,223.979996,226.320007,215,219.270004,219.270004,117335800
11/7/23,219.979996,223.119995,215.720001,222.179993,222.179993,116900100
11/8/23,223.149994,224.149994,217.639999,222.110001,222.110001,106584800
11/9/23,219.75,220.800003,206.679993,209.979996,209.979996,142110500
11/10/23,210.029999,215.380005,205.690002,214.649994,214.649994,130994000
11/13/23,215.600006,225.399994,211.610001,223.710007,223.710007,140447600
11/14/23,235.029999,238.139999,230.720001,237.410004,237.410004,149771600
11/15/23,239.289993,246.699997,236.449997,242.839996,242.839996,150354000
11/16/23,239.490005,240.880005,230.960007,233.589996,233.589996,136816800
11/17/23,232,237.389999,226.539993,234.300003,234.300003,142532800
11/20/23,234.039993,237.100006,231.020004,235.600006,235.600006,116320100
11/21/23,235.039993,243.619995,233.339996,241.199997,241.199997,122288000
11/22/23,242.039993,244.009995,231.399994,234.210007,234.210007,117950600
11/24/23,233.75,238.75,232.330002,235.449997,235.449997,65125200
11/27/23,236.889999,238.330002,232.100006,236.080002,236.080002,112031800
11/28/23,236.679993,247,234.009995,246.720001,246.720001,148549900
11/29/23,249.210007,252.75,242.759995,244.139999,244.139999,135401300
11/30/23,245.139999,245.220001,236.910004,240.080002,240.080002,132353200
12/1/23,233.139999,240.190002,231.899994,238.830002,238.830002,121173500
12/4/23,235.75,239.369995,233.289993,235.580002,235.580002,104099800
12/5/23,233.869995,246.660004,233.699997,238.720001,238.720001,137971100
12/6/23,242.919998,246.570007,239.169998,239.369995,239.369995,126436200
12/7/23,241.550003,244.080002,236.979996,242.639999,242.639999,107142300
12/8/23,240.270004,245.270004,239.270004,243.839996,243.839996,102980100
12/11/23,242.740005,243.440002,237.449997,239.740005,239.740005,97913900
12/12/23,238.550003,238.990005,233.869995,237.009995,237.009995,95328300
12/13/23,234.190002,240.300003,228.199997,239.289993,239.289993,146286300
12/14/23,241.220001,253.880005,240.789993,251.050003,251.050003,160829200
12/15/23,251.210007,254.130005,248.300003,253.5,253.5,135720800
12/18/23,253.779999,258.73999,251.360001,252.080002,252.080002,116416500
12/19/23,253.479996,258.339996,253.009995,257.220001,257.220001,106737400
12/20/23,256.410004,259.839996,247,247.139999,247.139999,125097000
12/21/23,251.899994,254.800003,248.550003,254.5,254.5,109594200
12/22/23,256.76001,258.220001,251.369995,252.539993,252.539993,93249800
12/26/23,254.490005,257.970001,252.910004,256.609985,256.609985,86892400
12/27/23,258.350006,263.339996,257.519989,261.440002,261.440002,106494400
12/28/23,263.660004,265.130005,252.710007,253.179993,253.179993,113619900
12/29/23,255.100006,255.190002,247.429993,248.479996,248.479996,100615300
1/2/24,250.080002,251.25,244.410004,248.419998,248.419998,104654200
1/3/24,244.979996,245.679993,236.320007,238.449997,238.449997,121082600
1/4/24,239.25,242.699997,237.729996,237.929993,237.929993,102629300
1/5/24,236.860001,240.119995,234.899994,237.490005,237.490005,92379400
1/8/24,236.139999,241.25,235.300003,240.449997,240.449997,85166600
1/9/24,238.110001,238.960007,232.039993,234.960007,234.960007,96705700
1/10/24,235.100006,235.5,231.289993,233.940002,233.940002,91628500
1/11/24,230.570007,230.929993,225.369995,227.220001,227.220001,105873600
1/12/24,220.080002,225.339996,217.149994,218.889999,218.889999,122889000
1/16/24,215.100006,223.490005,212.179993,219.910004,219.910004,115355000
1/17/24,214.860001,215.669998,212.009995,215.550003,215.550003,103164400
1/18/24,216.880005,217.449997,208.740005,211.880005,211.880005,108595400
1/19/24,209.990005,213.190002,207.559998,212.190002,212.190002,102095800
1/22/24,212.259995,217.800003,206.270004,208.800003,208.800003,117952500
1/23/24,211.300003,215.649994,207.75,209.139999,209.139999,106605900
1/24/24,211.880005,212.729996,206.770004,207.830002,207.830002,123369900
1/25/24,189.699997,193,180.059998,182.630005,182.630005,198076800
1/26/24,185.5,186.779999,182.100006,183.25,183.25,107343200
1/29/24,185.630005,191.479996,183.669998,190.929993,190.929993,125013100
1/30/24,195.330002,196.360001,190.610001,191.589996,191.589996,109982300
1/31/24,187,193.970001,185.850006,187.289993,187.289993,103221400
2/1/24,188.5,189.880005,184.279999,188.860001,188.860001,91843300
2/2/24,185.039993,188.690002,182,187.910004,187.910004,110505100
2/5/24,184.259995,184.679993,175.009995,181.059998,181.059998,134294400
2/6/24,177.210007,186.490005,177.110001,185.100006,185.100006,122676000
2/7/24,188.179993,189.789993,182.679993,187.580002,187.580002,111535200
2/8/24,189,191.619995,185.580002,189.559998,189.559998,83034000
2/9/24,190.179993,194.119995,189.479996,193.570007,193.570007,84476300
2/12/24,192.110001,194.729996,187.279999,188.130005,188.130005,95498600
2/13/24,183.990005,187.259995,182.110001,184.020004,184.020004,86759500
2/14/24,185.300003,188.889999,183.350006,188.710007,188.710007,81203000
2/15/24,189.160004,200.880005,188.860001,200.449997,200.449997,120831800
2/16/24,202.059998,203.169998,197.399994,199.949997,199.949997,111173600
2/20/24,196.130005,198.600006,189.130005,193.759995,193.759995,104545800
2/21/24,193.360001,199.440002,191.949997,194.770004,194.770004,103844000
2/22/24,194,198.320007,191.360001,197.410004,197.410004,92739500
2/23/24,195.309998,197.570007,191.5,191.970001,191.970001,78841900
2/26/24,192.289993,201.779999,192,199.399994,199.399994,111747100
2/27/24,204.039993,205.600006,198.259995,199.729996,199.729996,108645400
2/28/24,200.419998,205.300003,198.440002,202.039993,202.039993,99806200
2/29/24,204.179993,205.279999,198.449997,201.880005,201.880005,85907000
3/1/24,200.520004,204.520004,198.5,202.639999,202.639999,82099200
3/4/24,198.729996,199.75,186.720001,188.139999,188.139999,134334900
3/5/24,183.050003,184.589996,177.570007,180.740005,180.740005,119660800
3/6/24,179.990005,181.580002,173.699997,176.539993,176.539993,107920900
3/7/24,174.350006,180.039993,173.699997,178.649994,178.649994,102129000
3/8/24,181.5,182.729996,174.699997,175.339996,175.339996,85315300
3/11/24,175.449997,182.869995,174.800003,177.770004,177.770004,85391500
3/12/24,177.770004,179.429993,172.410004,177.539993,177.539993,87391700
3/13/24,173.050003,176.050003,169.149994,169.479996,169.479996,106524500
3/14/24,167.770004,171.169998,160.509995,162.5,162.5,126325700
3/15/24,163.160004,165.179993,160.759995,163.570007,163.570007,96971900
3/18/24,170.020004,174.720001,165.899994,173.800003,173.800003,108214400
3/19/24,172.360001,172.820007,167.419998,171.320007,171.320007,77271400
3/20/24,173,176.25,170.820007,175.660004,175.660004,83846700
3/21/24,176.389999,178.179993,171.800003,172.820007,172.820007,73178000
3/22/24,166.690002,171.199997,166.300003,170.830002,170.830002,75454700
3/25/24,168.759995,175.240005,168.729996,172.630005,172.630005,74228600
3/26/24,178.580002,184.25,177.380005,177.669998,177.669998,113186200
3/27/24,181.410004,181.910004,176,179.830002,179.830002,81804000
3/28/24,177.449997,179.570007,175.300003,175.789993,175.789993,77654800
4/1/24,176.169998,176.75,170.210007,175.220001,175.220001,81562100
4/2/24,164.75,167.690002,163.429993,166.630005,166.630005,116650600
4/3/24,164.020004,168.820007,163.279999,168.380005,168.380005,82578000
4/4/24,170.070007,177.190002,168.009995,171.110001,171.110001,123162000
4/5/24,169.080002,170.860001,160.509995,164.899994,164.899994,141250700